status,local_id,local_brand,local_model,remote_brand,remote_model,category,detail_url
"matched","chungho-wp-45s9p010m","청호나이스","WP-45S9P010M","청호나이스","WP-45S9P010M","정수기","https://rentre.kr/product/1522012500/%EB%89%B4-%EB%94%94%EC%A7%80%ED%84%B8-%EB%83%89%EC%98%A8%EC%A0%95-%EC%A0%95%EC%88%98%EA%B8%B0"
"unmatched_remote","","","","현대큐밍","HQPA52CE0B","정수기","https://rentre.kr/product/1522012454/%EB%8D%94%ED%93%A8%EC%96%B4-%EC%95%8C%ED%8C%8CUV-%EB%83%89%EC%98%A8%EC%A0%95-%EC%A0%95%EC%88%98%EA%B8%B0-(%EB%8D%B0%EC%8A%A4%ED%81%AC%ED%98%95)"
"matched","cuckoo-cp-qrp3002s","쿠쿠","CP-QRP3002S","쿠쿠","CP-QRP3002S","정수기","https://rentre.kr/product/1600003627/%EC%9D%B8%EC%8A%A4%ED%93%A8%EC%96%B4-%EB%8C%80%EC%9A%A9%EB%9F%89-%EC%A0%95%EC%88%98%EA%B8%B0(%EC%A7%80%ED%95%98%EC%88%98%EC%9A%A9)"
"matched","coway-chp-5730r","코웨이","CHP-5730R","코웨이","CHP-5730R","정수기","https://rentre.kr/product/1600008098/%EC%9B%8C%ED%84%B0%EC%8A%A4%ED%83%A0%EB%93%9C-%ED%94%8C%EB%9F%AC%EC%8A%A4-%EB%83%89%EC%98%A8%EC%A0%95-%EC%A0%95%EC%88%98%EA%B8%B0-(%EC%A7%80%ED%95%98%EC%88%98%2C-%ED%8E%8C%ED%94%84%ED%98%95)"
"matched","hyundai-hqpa70sw0g","현대큐밍","HQPA70SW0G","현대큐밍","HQPA70SW0G","정수기","https://rentre.kr/product/1600007015/%EB%8D%94%ED%93%A8%EC%96%B4-%EC%95%84%EC%9D%B4%EC%8A%A4-%ED%94%8C%EB%A1%9C-%EB%83%89%EC%98%A8%EC%A0%95-%EC%96%BC%EC%9D%8C-%EC%A0%95%EC%88%98%EA%B8%B0"
"unmatched_remote","","","","현대큐밍","HQP1770CS0","정수기","https://rentre.kr/product/1522012451/%EB%8D%94%ED%93%A8%EC%96%B4-%ED%94%84%EB%A6%AC%EB%AF%B8%EC%97%84-RO-%EB%83%89%EC%98%A8%EC%A0%95-%EC%A0%95%EC%88%98%EA%B8%B0-(%EB%8D%B0%EC%8A%A4%ED%81%AC%ED%98%95)"
"unmatched_remote","","","","SK매직","WPUB710FRENW","정수기","https://rentre.kr/product/1600006406/%EB%89%B4%EA%B7%B8%EB%9E%9C%EB%93%9C-%ED%94%84%EB%A6%AC%EC%8A%A4%ED%83%A0%EB%94%A9-%EB%83%89%EC%98%A8-%EC%A0%95%EC%88%98%EA%B8%B0-(%EC%A7%80%ED%95%98%EC%88%98)"
"unmatched_remote","","","","웰스","WM071RWA","정수기","https://rentre.kr/product/6060101/RO-%EB%83%89%EC%98%A8%EC%A0%95-%EC%A0%95%EC%88%98%EA%B8%B0-(%EB%8D%B0%EC%8A%A4%ED%81%AC%ED%98%95)"
"matched","chungho-wp-46s9p510m","청호나이스","WP-46S9P510M","청호나이스","WP-46S9P510M","정수기","https://rentre.kr/product/1522012488/%EB%A9%94%ED%83%80-%EB%94%94%EC%A7%80%ED%84%B8-P-%EB%83%89%EC%98%A8%EC%A0%95-%EC%A0%95%EC%88%98%EA%B8%B0"
"unmatched_remote","","","","웰스","WP270UWA","정수기","https://rentre.kr/product/1600003501/%EB%AF%B8%EB%84%A4%EB%9E%84-%ED%94%8C%EB%9F%AC%EC%8A%A4-%EC%A4%91%ED%98%95-%EB%83%89%EC%98%A8%EC%A0%95-%EC%A0%95%EC%88%98%EA%B8%B0-(%EC%8A%A4%ED%83%A0%EB%93%9C%ED%98%95)"
"unmatched_remote","","","","웰스","WK370UWA","정수기","https://rentre.kr/product/6100101/%EB%AF%B8%EB%84%A4%EB%9E%84-%EC%A4%91%EB%8C%80%ED%98%95-%EB%83%89%EC%98%A8%EC%A0%95-%EC%A0%95%EC%88%98%EA%B8%B0-(%EC%8A%A4%ED%83%A0%EB%93%9C%ED%98%95)"
"unmatched_remote","","","","웰스","WK470UWA","정수기","https://rentre.kr/product/6110101/%EB%AF%B8%EB%84%A4%EB%9E%84-%EB%8C%80%ED%98%95-%EB%83%89%EC%98%A8%EC%A0%95-%EC%A0%95%EC%88%98%EA%B8%B0-(%EC%8A%A4%ED%83%A0%EB%93%9C%ED%98%95)"
"unmatched_remote","","","","웰스","WQ271UWA","정수기","https://rentre.kr/product/1600007664/%EC%9B%B0%EC%8A%A4-%EB%AF%B8%EB%84%A4%EB%9E%84-%EB%83%89%EC%98%A8%EC%A0%95-%EC%8A%A4%ED%83%A0%EB%93%9C-%EC%A0%95%EC%88%98%EA%B8%B0"
"unmatched_remote","","","","현대큐밍","HQPM15C60G","정수기","https://rentre.kr/product/1600008622/%EB%94%9C%EB%9D%BC%EC%9D%B4%ED%8A%B8-%EC%95%84%EC%9D%B4-%EC%A7%81%EC%88%98-%EB%AC%B4%EC%A0%84%EC%9B%90-%EC%A0%95%EC%88%98%EC%A0%84%EC%9A%A9-%EC%A0%95%EC%88%98%EA%B8%B0-(26%EB%85%84-%EC%B6%9C%EC%8B%9C)"
"matched","coway-ap-2023k","코웨이","AP-2023K","코웨이","AP-2023K","공기청정기","https://rentre.kr/product/1522012103/%EB%85%B8%EB%B8%942-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-20%ED%8F%89%ED%98%95"
"unmatched_remote","","","","쿠쿠","AC-28AH10FNW(S)","공기청정기","https://rentre.kr/product/1600003438/%EC%9D%B8%EC%8A%A4%ED%93%A8%EC%96%B4-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-28%ED%8F%89%ED%98%95"
"matched","coway-apd-1025e","코웨이","APD-1025E","코웨이","APD-1025E","공기청정기","https://rentre.kr/product/1600005018/%EB%85%B8%EB%B8%94-%EC%A0%9C%EC%8A%B5%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-10%ED%8F%89%ED%98%95"
"unmatched_remote","","","","웰스","AR107CBA","공기청정기","https://rentre.kr/product/1600003511/%EB%AF%B8%EB%8B%88%EB%A7%A5%EC%8A%A4-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-7%ED%8F%89%ED%98%95"
"matched","coway-ap-1125g","코웨이","AP-1125G","코웨이","AP-1125G","공기청정기","https://rentre.kr/product/1600005672/%EC%8A%A4%ED%80%98%EC%96%B4%ED%95%8F-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-11%ED%8F%89%ED%98%95"
"matched","chungho-ap-25h8150","청호나이스","AP-25H8150","청호나이스","AP-25H8150","공기청정기","https://rentre.kr/product/1600006857/%EC%84%9C%EB%B0%8B-%ED%83%80%EC%9B%8C-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-25%ED%8F%89%ED%98%95"
"matched","lg-as305dwwam","LG","AS305DWWAM","LG","AS305DWWAM","공기청정기","https://rentre.kr/product/1600003650/%ED%93%A8%EB%A6%AC%EC%BC%80%EC%96%B4-AI-360%CB%9A-%ED%94%8C%EB%9F%AC%EC%8A%A4-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-30%ED%8F%89%ED%98%95-%2B-%EB%AC%B4%EB%B9%99%ED%9C%A0%EC%84%B8%ED%8A%B8"
"matched","lg-as305dwwam-2","LG","AS305DWWAM","LG","AS305DWWAM","공기청정기","https://rentre.kr/product/1600003650/%ED%93%A8%EB%A6%AC%EC%BC%80%EC%96%B4-AI-360%CB%9A-%ED%94%8C%EB%9F%AC%EC%8A%A4-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-30%ED%8F%89%ED%98%95-%2B-%EB%AC%B4%EB%B9%99%ED%9C%A0%EC%84%B8%ED%8A%B8"
"matched","coway-ap-1623m","코웨이","AP-1623M","코웨이","AP-1623M","공기청정기","https://rentre.kr/product/1522012053/%EB%85%B8%EB%B8%942-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-16%ED%8F%89%ED%98%95"
"matched","lg-as322dsfam","LG","AS322DSFAM","LG","AS322DSFAM","공기청정기","https://rentre.kr/product/1522010729/%ED%93%A8%EB%A6%AC%EC%BC%80%EC%96%B4-%EC%98%A4%EB%B8%8C%EC%A0%9C%EC%BB%AC%EB%A0%89%EC%85%98-360%EB%8F%84-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-32%ED%8F%89%ED%98%95"
"matched","coway-apd-1023a","코웨이","APD-1023A","코웨이","APD-1023A","공기청정기","https://rentre.kr/product/1522011876/%EB%93%80%EC%96%BC%ED%81%B4%EB%A6%B0-%EC%A0%9C%EC%8A%B5%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-9%ED%8F%89%ED%98%95"
"matched","coway-ap-3024h","코웨이","AP-3024H","코웨이","AP-3024H","공기청정기","https://rentre.kr/product/1600003898/%EB%85%B8%EB%B8%94-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B02-30%ED%8F%89%ED%98%95"
"matched","coway-ap-2425h","코웨이","AP-2425H","코웨이","AP-2425H","공기청정기","https://rentre.kr/product/1600005676/%EC%8A%A4%ED%80%98%EC%96%B4%ED%95%8F-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-24%ED%8F%89%ED%98%95"
"unmatched_remote","","","","LG","AS356NSMAM","공기청정기","https://rentre.kr/product/1600007118/%ED%93%A8%EB%A6%AC%EC%BC%80%EC%96%B4-AI-%EC%98%A4%EB%B8%8C%EC%A0%9C%EC%BB%AC%EB%A0%89%EC%85%98-360%CB%9A-M7-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-34%ED%8F%89%ED%98%95-%2B-%EB%AC%B4%EB%B9%99%ED%9C%A0-%EC%84%B8%ED%8A%B8"
"matched","cuckoo-ac-25w10fws","쿠쿠","AC-25W10FWS","쿠쿠","AC-25W10FWS","공기청정기","https://rentre.kr/product/1522010884/W8200-%ED%83%80%EC%9B%8C%ED%98%95-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-25%ED%8F%89%ED%98%95-(%EC%9D%8C%EC%84%B1%EC%95%8C%EB%A6%BC)"
"matched","coway-ap-3021d","코웨이","AP-3021D","코웨이","AP-3021D","공기청정기","https://rentre.kr/product/103010301/%EB%85%B8%EB%B8%94-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-30%ED%8F%89%ED%98%95"
"unmatched_remote","","","","SK매직","ACL22P1CSKSL","공기청정기","https://rentre.kr/product/1522012382/%EC%98%AC%ED%81%B4%EB%A6%B0-%EB%94%94%EC%95%84%ED%8A%B8-%ED%8E%AB-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-22%ED%8F%89%ED%98%95"
"unmatched_remote","","","","코웨이","APMS-1020A","공기청정기","https://rentre.kr/product/103020101/%EB%93%80%EC%96%BC%ED%81%B4%EB%A6%B0-%EA%B0%80%EC%8A%B5%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-12%ED%8F%89%ED%98%95"
"matched","lg-as192dsfam","LG","AS192DSFAM","LG","AS192DSFAM","공기청정기","https://rentre.kr/product/1522010730/%ED%93%A8%EB%A6%AC%EC%BC%80%EC%96%B4-%EC%98%A4%EB%B8%8C%EC%A0%9C%EC%BB%AC%EB%A0%89%EC%85%98-360%EB%8F%84-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-19%ED%8F%89%ED%98%95"
"matched","coway-ap-1023f","코웨이","AP-1023F","코웨이","AP-1023F","공기청정기","https://rentre.kr/product/1522011717/%EC%8B%B1%EA%B8%80%ED%8C%8C%EC%9B%8C-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-10%ED%8F%89%ED%98%95"
"unmatched_remote","","","","SK매직","ACL22C1ASKOB","공기청정기","https://rentre.kr/product/1522012380/%EC%98%AC%ED%81%B4%EB%A6%B0-%EB%94%94%EC%95%84%ED%8A%B8-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-22%ED%8F%89%ED%98%95"
"matched","cuckoo-ac-09aa10fwh","쿠쿠","AC-09AA10FWH","쿠쿠","AC-09AA10FWH","공기청정기","https://rentre.kr/product/1522013400/%EC%B4%88%EC%8A%AC%EB%A6%BC-%EB%B2%BD%EA%B1%B8%EC%9D%B4-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-9%ED%8F%89%ED%98%95"
"matched","coway-ap-1526a","코웨이","AP-1526A","코웨이","AP-1526A","공기청정기","https://rentre.kr/product/1600007112/%EC%8A%A4%ED%80%98%EC%96%B4%ED%95%8F-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-15%ED%8F%89%ED%98%95"
"matched","coway-aph-0525f","코웨이","APH-0525F","코웨이","APH-0525F","공기청정기","https://rentre.kr/product/1600006454/%ED%9E%88%ED%8B%B0%EB%B8%8C-%EC%98%A8%ED%92%8D%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-5%ED%8F%89%ED%98%95"
"unmatched_remote","","","","쿠쿠","AC-N25W10FWS","공기청정기","https://rentre.kr/product/1522010882/W8200-%ED%83%80%EC%9B%8C%ED%98%95-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-25%ED%8F%89%ED%98%95"
"matched","lg-as195dwwam","LG","AS195DWWAM","LG","AS195DWWAM","공기청정기","https://rentre.kr/product/1600003722/%ED%93%A8%EB%A6%AC%EC%BC%80%EC%96%B4-360%CB%9A-%ED%94%8C%EB%9F%AC%EC%8A%A4-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-19%ED%8F%89%ED%98%95-%2B-%EB%AC%B4%EB%B9%99%ED%9C%A0%EC%84%B8%ED%8A%B8"
"matched","lg-as195dwwam-2","LG","AS195DWWAM","LG","AS195DWWAM","공기청정기","https://rentre.kr/product/1600003722/%ED%93%A8%EB%A6%AC%EC%BC%80%EC%96%B4-360%CB%9A-%ED%94%8C%EB%9F%AC%EC%8A%A4-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-19%ED%8F%89%ED%98%95-%2B-%EB%AC%B4%EB%B9%99%ED%9C%A0%EC%84%B8%ED%8A%B8"
"unmatched_remote","","","","쿠쿠","AC-30AH30FEDG(S)","공기청정기","https://rentre.kr/product/1600005998/%EC%9D%B8%EC%8A%A4%ED%93%A8%EC%96%B4-%ED%97%A4%EB%A6%AC%ED%8B%B0%EC%A7%80-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-30%ED%8F%89%ED%98%95"
"matched","cuckoo-ac-35u10fws","쿠쿠","AC-35U10FWS","쿠쿠","AC-35U10FWS","공기청정기","https://rentre.kr/product/1522011434/%EC%9D%B8%EC%8A%A4%ED%93%A8%EC%96%B4-ULTRA-12000-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-35%ED%8F%89%ED%98%95"
"unmatched_remote","","","","SK매직","ACL20C1AS","공기청정기","https://rentre.kr/product/102010301/%EC%98%AC%ED%81%B4%EB%A6%B0-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-20%ED%8F%89%ED%98%95"
"unmatched_remote","","","","SK매직","ACL25C1AS","공기청정기","https://rentre.kr/product/102010101/%EC%98%AC%ED%81%B4%EB%A6%B0-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-25%ED%8F%89%ED%98%95"
"unmatched_remote","","","","LG","AS356NGMAM","공기청정기","https://rentre.kr/product/1600007259/%ED%93%A8%EB%A6%AC%EC%BC%80%EC%96%B4-AI-%EC%98%A4%EB%B8%8C%EC%A0%9C%EC%BB%AC%EB%A0%89%EC%85%98-360%CB%9A-M7-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-34%ED%8F%89%ED%98%95-%2B-%EB%AC%B4%EB%B9%99%ED%9C%A0-%EC%84%B8%ED%8A%B8-(%EA%B0%95%EB%A0%A5%ED%83%88%EC%B7%A8%EC%B2%AD%EC%A0%95)"
"matched","coway-ap-1019d","코웨이","AP-1019D","코웨이","AP-1019D","공기청정기","https://rentre.kr/product/103050102/%EC%95%84%EC%9D%B4%EC%BD%98-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-10%ED%8F%89%ED%98%95"
"unmatched_remote","","","","LG","AS205NGJAM","공기청정기","https://rentre.kr/product/1600003654/%ED%93%A8%EB%A6%AC%EC%BC%80%EC%96%B4-%EC%98%A4%EB%B8%8C%EC%A0%9C%EC%BB%AC%EB%A0%89%EC%85%98-AI-360%CB%9A-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-20%ED%8F%89%ED%98%95-(%EB%AC%B4%EB%B9%99%ED%9C%A0%EC%84%B8%ED%8A%B8%2C-G-%ED%95%84%ED%84%B0)"
"matched","cuckoo-ac-17t10fwh","쿠쿠","AC-17T10FWH","쿠쿠","AC-17T10FWH","공기청정기","https://rentre.kr/product/105010101/%EC%9D%B8%EC%8A%A4%ED%93%A8%EC%96%B4-T8700-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-16%ED%8F%89%ED%98%95"
"unmatched_remote","","","","LG","AS355NGNAM","공기청정기","https://rentre.kr/product/1600003657/%ED%93%A8%EB%A6%AC%EC%BC%80%EC%96%B4-%EC%98%A4%EB%B8%8C%EC%A0%9C%EC%BB%AC%EB%A0%89%EC%85%98-AI%2B-360%CB%9A-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-35%ED%8F%89%ED%98%95-(%EB%AC%B4%EB%B9%99%ED%9C%A0-%EC%84%B8%ED%8A%B8%2C-M-%ED%95%84%ED%84%B0)"
"matched","cuckoo-ac-14l10few","쿠쿠","AC-14L10FEW","쿠쿠","AC-14L10FEW","공기청정기","https://rentre.kr/product/1600006910/%EC%9D%B8%EC%8A%A4%ED%93%A8%EC%96%B4-%EB%B8%8C%EB%A6%AD2-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-14%ED%8F%89%ED%98%95"
"matched","coway-apm-1226h","코웨이","APM-1226H","코웨이","APM-1226H","공기청정기","https://rentre.kr/product/1600007462/%EB%93%80%EC%96%BC%ED%81%B4%EB%A6%B0-%EA%B0%80%EC%8A%B5%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B02-12%ED%8F%89%ED%98%95"
"matched","coway-ap-2026b","코웨이","AP-2026B","코웨이","AP-2026B","공기청정기","https://rentre.kr/product/1600007041/%EC%8A%A4%ED%80%98%EC%96%B4%ED%95%8F-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-20%ED%8F%89%ED%98%95"
"matched","hyundai-hqav10340f","현대큐밍","HQAV10340F","현대큐밍","HQAV10340F","공기청정기","https://rentre.kr/product/1600005771/%EB%8D%94%EC%BC%80%EC%96%B4-%ED%83%80%EC%9B%8C-%EC%97%90%EC%96%B4%EB%A0%8C-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-12%ED%8F%89%ED%98%95"
"matched","cuckoo-ac-28w10fws","쿠쿠","AC-28W10FWS","쿠쿠","AC-28W10FWS","공기청정기","https://rentre.kr/product/105050101/W8300-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-29%ED%8F%89%ED%98%95"
"unmatched_remote","","","","SK매직","ACL16C2ASKZG","공기청정기","https://rentre.kr/product/1522012379/%EC%98%AC%ED%81%B4%EB%A6%B0-%EB%94%94%EC%95%84%ED%8A%B8-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-16%ED%8F%89%ED%98%95"
"matched","cuckoo-ac-23ah10fnw","쿠쿠","AC-23AH10FNW","쿠쿠","AC-23AH10FNW","공기청정기","https://rentre.kr/product/1600006622/%EC%9D%B8%EC%8A%A4%ED%93%A8%EC%96%B4-%ED%97%A4%EB%A6%AC%ED%8B%B0%EC%A7%80-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-23%ED%8F%89%ED%98%95"
"matched","coway-ap-4025d","코웨이","AP-4025D","코웨이","AP-4025D","공기청정기","https://rentre.kr/product/1600003712/%EB%85%B8%EB%B8%94-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B02-40%ED%8F%89%ED%98%95"
"unmatched_remote","","","","LG","AS206NSHAM","공기청정기","https://rentre.kr/product/1600006885/%ED%93%A8%EB%A6%AC%EC%BC%80%EC%96%B4-AI-%EC%98%A4%EB%B8%8C%EC%A0%9C%EC%BB%AC%EB%A0%89%EC%85%98-360%CB%9A-M5-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-20%ED%8F%89%ED%98%95-%2B-%EB%AC%B4%EB%B9%99%ED%9C%A0-%EC%84%B8%ED%8A%B8"
"matched","cuckoo-ac-12r10fnw","쿠쿠","AC-12R10FNW","쿠쿠","AC-12R10FNW","공기청정기","https://rentre.kr/product/1522012120/%EC%9D%B8%EC%8A%A4%ED%93%A8%EC%96%B4-%ED%94%84%EB%A6%AC%EB%AF%B8%EC%97%84-%EB%B8%8C%EB%A6%AD-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-12%ED%8F%89%ED%98%95"
"unmatched_remote","","","","SK매직","ACL300VASKWH","공기청정기","https://rentre.kr/product/102070101/AI-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-30%ED%8F%89%ED%98%95"
"matched","chungho-ap-40h8220","청호나이스","AP-40H8220","청호나이스","AP-40H8220","공기청정기","https://rentre.kr/product/1522010188/%ED%95%98%EC%9D%B4%EB%A7%88%EC%9A%B4%ED%8B%B4-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-48%ED%8F%89%ED%98%95"
"unmatched_remote","","","","청호나이스","AP-11H5560","공기청정기","https://rentre.kr/product/104160101/%ED%8E%AB-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-11%ED%8F%89%ED%98%95"
"unmatched_remote","","","","SK매직","ACL15C1AS","공기청정기","https://rentre.kr/product/102010401/%EC%98%AC%ED%81%B4%EB%A6%B0-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-15%ED%8F%89%ED%98%95"
"matched","chungho-chdh-120ja","청호나이스","CHDH-120JA","청호나이스","CHDH-120JA","공기청정기","https://rentre.kr/product/104250101/%EC%A0%9C%EC%8A%B5%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-%EB%A6%B4%EB%A6%AC-5%ED%8F%89%ED%98%95"
"matched","coway-ap-3525i","코웨이","AP-3525I","코웨이","AP-3525I","공기청정기","https://rentre.kr/product/1600004315/%ED%8C%8C%EC%9B%8C%EC%97%85-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B02-35%ED%8F%89%ED%98%95"
"unmatched_remote","","","","웰스","AS524CWA","공기청정기","https://rentre.kr/product/1600006859/%EC%97%90%EC%96%B4%EA%B0%80%EB%93%A0-Lite-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-24%ED%8F%89%ED%98%95"
"unmatched_remote","","","","SK매직","ACL131T0CJDG","공기청정기","https://rentre.kr/product/1600003477/%EC%BD%94%EC%96%B4-360%EB%8F%84-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-13%ED%8F%89%ED%98%95"
"matched","chungho-ap-30h8220","청호나이스","AP-30H8220","청호나이스","AP-30H8220","공기청정기","https://rentre.kr/product/1522010189/%ED%95%98%EC%9D%B4%EB%A7%88%EC%9A%B4%ED%8B%B4-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-33%ED%8F%89%ED%98%95"
"unmatched_remote","","","","쿠쿠","AC-40AB10FNW(S)","공기청정기","https://rentre.kr/product/1600003439/%EB%8C%80%EC%9A%A9%EB%9F%89-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-41%ED%8F%89%ED%98%95"
"unmatched_remote","","","","LG","AS285DWWCM","공기청정기","https://rentre.kr/product/1600006843/%ED%93%A8%EB%A6%AC%EC%BC%80%EC%96%B4-360%CB%9A-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-%ED%94%8C%EB%9F%AC%EC%8A%A4-30%ED%8F%89%ED%98%95-%2B-%EB%AC%B4%EB%B9%99%ED%9C%A0"
"matched","lg-as336nslcm","LG","AS336NSLCM","LG","AS336NSLCM","공기청정기","https://rentre.kr/product/1600007246/%ED%93%A8%EB%A6%AC%EC%BC%80%EC%96%B4-AI-%EC%98%A4%EB%B8%8C%EC%A0%9C%EC%BB%AC%EB%A0%89%EC%85%98-360%CB%9A-M5-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-33%ED%8F%89%ED%98%95-%2B-%EB%AC%B4%EB%B9%99%ED%9C%A0-%EC%84%B8%ED%8A%B8"
"matched","lg-as336nslcm-2","LG","AS336NSLCM","LG","AS336NSLCM","공기청정기","https://rentre.kr/product/1600007246/%ED%93%A8%EB%A6%AC%EC%BC%80%EC%96%B4-AI-%EC%98%A4%EB%B8%8C%EC%A0%9C%EC%BB%AC%EB%A0%89%EC%85%98-360%CB%9A-M5-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-33%ED%8F%89%ED%98%95-%2B-%EB%AC%B4%EB%B9%99%ED%9C%A0-%EC%84%B8%ED%8A%B8"
"unmatched_remote","","","","LG","AS235DWSA","공기청정기","https://rentre.kr/product/1600006189/%ED%93%A8%EB%A6%AC%EC%BC%80%EC%96%B4-AI-360%CB%9A-%ED%94%8C%EB%9F%AC%EC%8A%A4-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-22%ED%8F%89%ED%98%95"
"matched","chungho-ap-20h7560","청호나이스","AP-20H7560","청호나이스","AP-20H7560","공기청정기","https://rentre.kr/product/1522013412/NEW-HERO-2-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0-21%ED%8F%89%ED%98%95"
"matched","coway-ap-1523d","코웨이","AP-1523D","코웨이","AP-1523D","공기청정기","https://rentre.kr/product/1522012517/%EB%A9%80%ED%8B%B0%EC%95%A1%EC%85%982-%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0"
