status,local_id,local_brand,local_model,remote_brand,remote_model,category,detail_url
"unmatched_remote","","","","쿠쿠","CP-AMS100EBE/WH/BR/PK/BK","정수기","https://www.rentalsegye.com/product.php?no=43680&cid=1377&gid=1424"
"matched","lg-ws511sh","LG","WS511SH","LG","WS511SH","정수기","https://www.rentalsegye.com/product.php?no=46971&cid=1377&gid=1424"
"matched","cuckoo-cp-f603sw","쿠쿠","CP-F603SW","쿠쿠","CP-F603SW","정수기","https://www.rentalsegye.com/product.php?no=45160&cid=1377&gid=1424"
"matched","cesco-ewes552","세스코","EWES552","세스코","EWES552","정수기","https://www.rentalsegye.com/product.php?no=45438&cid=1377&gid=1424"
"matched","cesco-ewes752","세스코","EWES752","세스코","EWES752","정수기","https://www.rentalsegye.com/product.php?no=45440&cid=1377&gid=1424"
"matched","cesco-ewes751","세스코","EWES751","세스코","EWES751","정수기","https://www.rentalsegye.com/product.php?no=45442&cid=1377&gid=1424"
"matched","coway-chpi-5830l","코웨이","CHPI-5830L","코웨이","CHPI-5830L","정수기","https://www.rentalsegye.com/product.php?no=45924&cid=1377&gid=1424"
"unmatched_remote","","","","LG","WD722RK/WD722RH/WD722RE","정수기","https://www.rentalsegye.com/product.php?no=46340&cid=1377&gid=1424"
"unmatched_remote","","","","웰스","WT652NWA","정수기","https://www.rentalsegye.com/product.php?no=47211&cid=1377&gid=1424"
"matched","lg-ws513sh","LG","WS513SH","LG","WS513SH","정수기","https://www.rentalsegye.com/product.php?no=46970&cid=1377&gid=1424"
"matched","coway-chp-5730n","코웨이","CHP-5730N","코웨이","CHP-5730N","정수기","https://www.rentalsegye.com/product.php?no=47015&cid=1377&gid=1424"
"matched","coway-cp-7220n","코웨이","CP-7220N","코웨이","CP-7220N","정수기","https://www.rentalsegye.com/product.php?no=47141&cid=1377&gid=1424"
"matched","coway-cp-7220n-2","코웨이","CP-7220N","코웨이","CP-7220N","정수기","https://www.rentalsegye.com/product.php?no=47141&cid=1377&gid=1424"
"matched","chungho-wp-31s90010n","청호나이스","WP-31S90010N","청호나이스","WP-31S90010N","정수기","https://www.rentalsegye.com/product.php?no=47200&cid=1377&gid=1424"
"unmatched_remote","","","","웰스","WT672NWA","정수기","https://www.rentalsegye.com/product.php?no=47212&cid=1377&gid=1424"
"unmatched_remote","","","","쿠쿠","CP-AHS101HEW","정수기","https://www.rentalsegye.com/product.php?no=47913&cid=1377&gid=1424"
"matched","lg-wd723r-k-e","LG","WD723R(K/E)","LG","WD723RK/E","정수기","https://www.rentalsegye.com/product.php?no=50222&cid=1377&gid=1424"
"matched","lg-wd724r-k-h-e","LG","WD724R(K/H/E)","LG","WD724RK/H/E","정수기","https://www.rentalsegye.com/product.php?no=50796&cid=1377&gid=1424"
"unmatched_remote","","","","웰스","WR974","정수기","https://www.rentalsegye.com/product.php?no=51128&cid=1377&gid=1424"
"matched","coway-chpi-5820l","코웨이","CHPI-5820L","코웨이","CHPI-5820L","정수기","https://www.rentalsegye.com/product.php?no=48331&cid=1377&gid=1424"
"matched","coway-chpi-5820l-2","코웨이","CHPI-5820L","코웨이","CHPI-5820L","정수기","https://www.rentalsegye.com/product.php?no=48331&cid=1377&gid=1424"
